Frame,Right Lower Leg x_mean,Right Lower Leg x_std,Right Lower Leg x_min,Right Lower Leg x_max,Right Lower Leg x_auc,Right Lower Leg x_peaks,Right Lower Leg y_mean,Right Lower Leg y_std,Right Lower Leg y_min,Right Lower Leg y_max,Right Lower Leg y_auc,Right Lower Leg y_peaks,Right Lower Leg z_mean,Right Lower Leg z_std,Right Lower Leg z_min,Right Lower Leg z_max,Right Lower Leg z_auc,Right Lower Leg z_peaks,Left Lower Leg x_mean,Left Lower Leg x_std,Left Lower Leg x_min,Left Lower Leg x_max,Left Lower Leg x_auc,Left Lower Leg x_peaks,Left Lower Leg y_mean,Left Lower Leg y_std,Left Lower Leg y_min,Left Lower Leg y_max,Left Lower Leg y_auc,Left Lower Leg y_peaks,Left Lower Leg z_mean,Left Lower Leg z_std,Left Lower Leg z_min,Left Lower Leg z_max,Left Lower Leg z_auc,Left Lower Leg z_peaks,class_mean,class_std,class_min,class_max,class_auc,class_peaks,rms_xy_right_lower_leg_mean,rms_xy_right_lower_leg_std,rms_xy_right_lower_leg_min,rms_xy_right_lower_leg_max,rms_xy_right_lower_leg_auc,rms_xy_right_lower_leg_peaks,rms_yz_right_lower_leg_mean,rms_yz_right_lower_leg_std,rms_yz_right_lower_leg_min,rms_yz_right_lower_leg_max,rms_yz_right_lower_leg_auc,rms_yz_right_lower_leg_peaks,rms_zx_right_lower_leg_mean,rms_zx_right_lower_leg_std,rms_zx_right_lower_leg_min,rms_zx_right_lower_leg_max,rms_zx_right_lower_leg_auc,rms_zx_right_lower_leg_peaks,rms_xyz_right_lower_leg_mean,rms_xyz_right_lower_leg_std,rms_xyz_right_lower_leg_min,rms_xyz_right_lower_leg_max,rms_xyz_right_lower_leg_auc,rms_xyz_right_lower_leg_peaks,rms_xy_left_lower_leg_mean,rms_xy_left_lower_leg_std,rms_xy_left_lower_leg_min,rms_xy_left_lower_leg_max,rms_xy_left_lower_leg_auc,rms_xy_left_lower_leg_peaks,rms_yz_left_lower_leg_mean,rms_yz_left_lower_leg_std,rms_yz_left_lower_leg_min,rms_yz_left_lower_leg_max,rms_yz_left_lower_leg_auc,rms_yz_left_lower_leg_peaks,rms_zx_left_lower_leg_mean,rms_zx_left_lower_leg_std,rms_zx_left_lower_leg_min,rms_zx_left_lower_leg_max,rms_zx_left_lower_leg_auc,rms_zx_left_lower_leg_peaks,rms_xyz_left_lower_leg_mean,rms_xyz_left_lower_leg_std,rms_xyz_left_lower_leg_min,rms_xyz_left_lower_leg_max,rms_xyz_left_lower_leg_auc,rms_xyz_left_lower_leg_peaks,roll_right_lower_leg_mean,roll_right_lower_leg_std,roll_right_lower_leg_min,roll_right_lower_leg_max,roll_right_lower_leg_auc,roll_right_lower_leg_peaks,pitch_right_lower_leg_mean,pitch_right_lower_leg_std,pitch_right_lower_leg_min,pitch_right_lower_leg_max,pitch_right_lower_leg_auc,pitch_right_lower_leg_peaks,roll_left_lower_leg_mean,roll_left_lower_leg_std,roll_left_lower_leg_min,roll_left_lower_leg_max,roll_left_lower_leg_auc,roll_left_lower_leg_peaks,class
600,0.07905227273333336,0.8154150293791305,-1.981011539,1.911773939,4.7431363640000015,11,-0.10620550133333334,0.6924150464782358,-1.766886466,1.19357886,-6.37233008,12,0.02566712589999999,0.47227282041925667,-1.008266643,1.045741961,1.5400275539999995,12,0.03268199481666665,0.8465287284932261,-1.628285708,1.798534109,1.960919688999999,11,0.010223735350000016,1.3568382778594672,-3.478840294,2.672701943,0.613424121000001,9,-0.008238069116666663,0.43837025174178146,-0.869338237,1.1124436,-0.4942841469999998,12,0.0,0.0,0,0,0,0,0.9314920648783446,0.5289445830008331,0.14856906317113444,2.216274244584554,55.88952389270067,14,0.7456606690967315,0.3862476412507772,0.1368856655306647,1.7756562725502056,44.73964014580389,18,0.8175181889671193,0.4640093944229991,0.1275078266239549,2.1613609641210014,49.051091338027156,16,1.0564929562605254,0.5007815829937772,0.24762768880029806,2.4348456112442376,63.389577375631525,15,1.4209313496871612,0.7110179292462363,0.22299923093602678,3.5513249910817346,85.25588098122967,14,1.1801564261043473,0.7854797608872349,0.11406973625695081,3.494564683021871,70.80938556626084,14,0.8479770592523174,0.4227078911622574,0.0679888817671597,1.9202331570044722,50.87862355513904,15,1.4975778361036356,0.6857835663546716,0.36910903749562946,3.5667298362712345,89.85467016621814,15,-5.998040968958581,39.867198421286005,-83.21333024175358,73.59824623232011,-359.8824581375149,12,3.319698392253659,43.72019706163903,-81.42083332243071,79.63340393992607,199.18190353521956,14,-0.6171108086493818,51.89753429786082,-86.62148967172952,85.82218560470663,-37.02664851896291,11,0
660,-0.0188202076333334,1.5574099641094765,-3.447335461,4.012276576,-1.129212458000004,10,0.07248014531666665,1.4817260080727956,-3.805487377,2.833242129,4.348808718999999,14,0.014357920833333319,0.6802745750143399,-2.427245379,1.871902305,0.8614752499999991,11,0.0396971504,1.7129339450962138,-3.188333586,4.479581989,2.381829024,8,0.1404937473166667,1.556442152256167,-3.995489705,3.447994234,8.429624839000002,13,-0.021616390116666648,0.8409477941571375,-2.414974808,2.367020028,-1.2969834069999988,14,0.0,0.0,0,0,0,0,1.90224543390353,0.9730732431150682,0.2916084397977186,4.187924436815867,114.1347260342118,14,1.3753505018556438,0.8603416080332318,0.22295926778858577,3.815143750903763,82.52103011133863,16,1.4426981691364689,0.8787568154565109,0.14138706807573145,4.018533523591161,86.56189014818813,13,2.024478287340076,0.9600754497710519,0.2948862710226142,4.262933350334003,121.46869724040457,13,2.0275437446711253,1.0944039532090448,0.3024806471406234,4.572917513192425,121.65262468026752,10,1.4774938681632146,0.964502808925167,0.09992061855175598,4.668623063177796,88.64963208979287,16,1.620588079482332,0.9862019440768517,0.20220876054627457,4.790588449167072,97.23528476893992,11,2.192770389043089,1.0937372927013371,0.7016493537817065,4.87797678095968,131.56622334258535,12,10.023105333099368,45.22469679188644,-70.61558839256661,85.21164120965689,601.386319985962,14,-3.339355651441774,47.21470640816825,-82.86164730374442,82.40624115139721,-200.36133908650646,10,-1.3753175289290782,43.53010194718333,-80.8602711958977,79.9766731096647,-82.5190517357447,12,0
720,0.003992894350000083,2.373637217250678,-5.366556714,5.261507384,0.239573661000005,9,-0.5335012584666666,3.150611054347153,-8.105304978,5.868131449,-32.010075508,10,-0.01319633020000001,1.3881368747694134,-2.659398358,4.21187195,-0.7917798120000006,13,-0.16889584848333336,2.0998510181207637,-5.510486423,3.914467451,-10.133750909000002,10,-0.01920048156666673,3.3554154527309676,-7.80720008,9.015255912,-1.1520288940000039,7,0.05149232265,1.0661137820889217,-2.315815834,2.430063839,3.0895393589999998,12,0.0,0.0,0,0,0,0,3.4441639900847125,1.945930792759219,0.6962609228357141,8.113346955546788,206.64983940508276,13,2.7729011550405995,2.0793259221897373,0.08343204120807839,8.105614191543017,166.37406930243597,11,2.3408946614916655,1.4101791923559523,0.2870698568855857,5.957026186180033,140.45367968949992,13,3.6649071776190154,2.029253741744675,0.7907376459132421,8.11365586260795,219.89443065714093,14,3.4105465367399423,1.9668741852539906,0.580266363288058,9.019890040642029,204.63279220439654,13,2.875570803656166,1.9973543357381511,0.20859438241220637,9.066261042005374,172.53424821936994,11,1.955420418583409,1.2996928972067787,0.07734830926057439,5.53587475471716,117.32522511500454,12,3.587229890360982,1.9366317864342244,0.6917262805970735,9.070869113166976,215.23379342165893,11,-2.852013648641725,47.970270894998336,-87.40024252070103,85.64557524126508,-171.12081891850352,12,-0.014438530816543426,46.54826219905899,-86.56375149547245,81.4396953771258,-0.8663118489926056,9,-3.276543155525471,54.1847946592818,-89.05281450445463,84.57130078607265,-196.59258933152825,10,0
780,0.05347264316666668,1.8362854134769808,-7.060819066,3.884834116,3.208358590000001,10,0.5819859989666666,1.6082375443868888,-3.016463458,6.949651416,34.91915993799999,14,-0.029666072983333316,1.3668349074539088,-3.98022296,4.145115706,-1.779964378999999,14,0.3229800032166666,1.4515963628595194,-4.151524114,4.454883723,19.378800192999996,15,-0.17475239766666667,2.883116214750398,-6.419430881,4.279353759,-10.48514386,7,-0.06062918783333334,1.3289897898902245,-3.500006616,3.53574825,-3.6377512700000003,12,0.0,0.0,0,0,0,0,1.8965771027857556,1.6271931442943053,0.12029780280475103,8.163207608048095,113.79462616714534,13,1.649278718879823,1.4261083903523741,0.10830029064197172,7.990044345135667,98.95672313278938,13,1.6250167374023523,1.5995461507370792,0.18052030783437303,7.071120194208345,97.50100424414114,16,2.196838973585016,1.8074737253472828,0.2594161002201873,8.884410208115785,131.81033841510094,14,2.863386257279584,1.4895249662078052,0.4061961929944968,6.619565740371216,171.80317543677504,13,2.7457982998643096,1.5640243881456566,0.1892719898961116,7.035271164140658,164.74789799185857,12,1.6947754092074518,1.030641592753711,0.2544530352752597,4.7817043308361145,101.68652455244711,16,3.1124177165435856,1.5732928524851582,0.620421755349966,7.218351481339,186.74506299261515,13,16.748260036055186,43.65965167635286,-68.45186515686922,82.61798614065098,1004.8956021633112,16,6.238612136493798,40.23352520649229,-78.9634257090214,72.89285808394833,374.3167281896279,13,1.5424592879549566,55.837524203140006,-85.46035690115698,82.16104789313319,92.5475572772974,11,0
840,-0.07663011146666664,1.0562105380078124,-2.798737607,2.483824192,-4.597806687999999,11,-0.11804406216666671,1.2960871613210878,-2.841508224,2.945755492,-7.082643730000003,10,0.014484480666666683,0.5749494480693661,-1.28443702,1.558533207,0.869068840000001,13,-0.1336053700666667,0.6563353581058834,-1.453800516,1.538314981,-8.016322204000002,14,0.007631007466666676,1.4376715031714737,-3.255093565,2.837809167,0.4578604480000006,9,0.01588204949999999,0.5901793367280185,-1.122953106,1.50570241,0.9529229699999995,13,0.0,0.0,0,0,0,0,1.4391981409496735,0.8421205309586105,0.11709287544457855,3.6820931043619267,86.3518884569804,16,1.1944715374283632,0.7575276006719872,0.10029306662818588,3.0728563186908526,71.66829224570179,17,1.0220540170088834,0.624526399088957,0.12141693189287052,2.8211177275483026,61.323241020533004,18,1.5488176726066105,0.8407441407307966,0.3562463145896115,3.7762389433787966,92.92906035639663,15,1.3344448002559666,0.8396205143797545,0.06989411769466639,3.265967459942108,80.066688015358,12,1.2967926546789141,0.8398527512577383,0.09829343250439622,3.4433497927424477,77.80755928073485,11,0.7839109218331202,0.4154098531286287,0.06623503346648191,1.7904696699813354,47.03465530998721,19,1.4663945438861623,0.8232234448373126,0.09898372425537334,3.453631006299855,87.98367263316973,12,-1.3279353136274503,47.82724042480583,-85.13744053704455,72.55804901174236,-79.67611881764702,10,-1.6771839437461713,41.12148539545623,-79.16726003796282,75.29052363717064,-100.63103662477027,12,1.671165520163499,54.31258183864191,-82.51333491088853,86.51495172804563,100.26993120980994,13,0
900,-0.07578988626666666,1.311164926088258,-3.355558339,2.335529802,-4.547393176,11,0.07299151454999996,1.3480782617543599,-2.699836901,3.95341925,4.379490872999997,9,-0.028000655000000003,0.6227805335578732,-1.358168271,1.749409869,-1.6800393000000002,13,-0.034724417766666675,1.1570839978971899,-2.898934029,1.680408132,-2.0834650660000005,11,-0.07951697368333335,1.2390309909587052,-3.65586613,2.018445046,-4.771018421000001,12,-0.015466609766666695,0.692699647883257,-1.517516676,1.580037172,-0.9279965860000017,13,0.0,0.0,0,0,0,0,1.5823883732591615,1.0006673500656131,0.04689263328324919,5.185488938634717,94.9433023955497,17,1.2337070194250903,0.8145893450251676,0.19888378105871404,4.050451475398652,74.02242116550542,16,1.2451221464219735,0.7328314413957665,0.1777958601280688,3.4693522673146053,74.70732878531841,17,1.726972724408149,0.9504716594432363,0.4174374410532263,5.259841149786898,103.61836346448894,17,1.484031647798441,0.8012612670620969,0.2630764785753202,3.664378963012608,89.04189886790645,16,1.2074310727665774,0.7342371517275159,0.11437051660722325,3.666828769374506,72.44586436599464,18,1.1795074878388538,0.6366533245238859,0.14044301992519806,2.9009659687892473,70.77044927033123,16,1.6528619166505885,0.7638827082550327,0.2700413175180288,3.67531621061382,99.1717149990353,17,-4.815774943212012,43.40447594618905,-80.56093551533523,82.35171849609118,-288.94649659272073,10,1.9688285264590628,44.82199410803102,-81.93512739841503,83.91244757418492,118.12971158754377,10,-2.915096989957066,44.02285236018379,-84.10284298849784,77.43184595491297,-174.90581939742395,11,0
960,-0.000772678049999991,1.029291246183439,-2.187036438,2.456152913,-0.04636068299999946,12,-0.07067655720000003,1.51829191131579,-3.456145503,2.544310167,-4.240593432000002,8,0.058272126383333345,0.8777056914557431,-2.009072035,1.66458591,3.4963275830000007,12,-0.024989071799999985,1.06205334257121,-2.08770144,2.594667878,-1.499344307999999,11,0.042487976466666647,1.32818234940092,-3.096448911,3.657680356,2.5492785879999986,12,0.04577686683333334,0.9325826964295041,-2.114454907,1.900069559,2.74661201,13,0.0,0.0,0,0,0,0,1.6444465152570962,0.7872057741714152,0.41673151558893523,3.7741784582232243,98.66679091542576,13,1.5056703549665211,0.8824074814480789,0.07799298436662985,3.883487063063417,90.34022129799126,14,1.194301826264238,0.618651080410978,0.07565533971871281,2.623158931353752,71.65810957585428,16,1.842006199806351,0.8325002266831184,0.4167451464748036,4.19041638465831,110.52037198838106,13,1.4954207370339483,0.78759776099174,0.39570245529532544,3.8128299512353543,89.72524422203689,16,1.4140230761508001,0.7774286264598176,0.21608769782442944,3.7351463503575975,84.841384569048,15,1.2645308926788736,0.6117950152870413,0.11004235166201431,2.595182358672467,75.87185356073242,17,1.7812758995981635,0.7345852596392413,0.4650064305184508,3.8872052825852643,106.8765539758898,16,1.9040569440020234,49.31696310800148,-80.6500763220199,86.7245344436072,114.24341664012141,11,2.978219420290806,38.83510495726091,-71.49508753924154,85.2808336530714,178.69316521744835,13,1.1858220828367907,43.801450918909204,-85.23610846889963,81.8796213892376,71.14932497020745,11,0
1020,0.08978719408333331,1.2284261961570198,-2.573386981,3.542011707,5.387231644999999,12,-0.06172105273333332,0.8848169546201203,-1.818291807,1.666890583,-3.7032631639999996,10,0.02101741173333333,0.42340733827212673,-0.940000895,1.43469266,1.261044704,17,0.24633633629999993,1.1910265456483975,-3.513068136,2.465374089,14.780180177999997,9,-0.14132647974999998,1.17894657868045,-2.71749777,2.263950033,-8.479588784999999,12,-0.07314062103333335,0.7346802874455951,-1.439193728,1.987239445,-4.388437262000001,11,0.0,0.0,0,0,0,0,1.3520654286930134,0.667037519578446,0.29907982871848837,3.5538626742084136,81.1239257215808,17,0.8462386486011353,0.4880989826240787,0.08257509000266171,2.1992878948314054,50.77431891606812,16,1.0720807201849383,0.7267149324586717,0.13859452043096968,3.5461147666632336,64.3248432110963,19,1.4188863252207349,0.6605802770204764,0.40435935577041787,3.557952067264786,85.13317951324409,17,1.4551145359605944,0.8586240856126282,0.19105720686991293,4.024984782130833,87.30687215763567,13,1.1846280915961376,0.7268375892069151,0.03819062664634444,3.053862512833373,71.07768549576825,13,1.176308002276828,0.7863183851125912,0.14966292945678283,3.527370340538492,70.57848013660968,16,1.6087216950353103,0.896563859845297,0.22301370918067911,4.0374739983703805,96.52330170211862,13,-6.935344464481909,44.012385126795316,-77.76264280241527,81.56107519901721,-416.1206678689145,13,7.481988721849353,50.10258700609454,-81.91727748054981,88.09117102623836,448.9193233109612,13,-2.3786908801930227,43.593818049819795,-73.54678997398932,81.68946003500288,-142.72145281158137,13,0
1080,-0.09345910446666669,2.0722394755921663,-6.369410191,4.506058617,-5.607546268000002,13,-0.032549650650000005,3.239559163881703,-8.606953134,10.94763046,-1.9529790390000004,11,-0.06634060785,1.196803757770529,-3.385403327,3.086320815,-3.9804364709999995,11,-0.1936926525833333,1.3532251470821877,-3.855252151,2.836171464,-11.621559154999998,13,0.003856474700000015,1.4637540650672825,-3.390748739,2.728602164,0.2313884820000009,10,0.06516328583333332,0.6389988614313623,-1.814721762,1.523100481,3.9097971499999993,12,0.0,0.0,0,0,0,0,2.9631693110855335,2.4227438719577266,0.4033280076817506,11.062351736863215,177.790158665132,13,2.4604427494030303,2.4033832361843834,0.24087973786047115,11.374356635072687,147.62656496418182,13,1.9060772779057478,1.4300926277733839,0.24111256510598214,6.370440709138917,114.36463667434487,15,3.1669456228036847,2.4568594083671074,0.4161011364328172,11.484816155393297,190.01673736822107,13,1.7517145188336716,0.9441662008448625,0.2116911978667627,4.910309298563217,105.10287113002029,14,1.3667892184098753,0.8096006180718457,0.12363244724460856,3.46276523858877,82.00735310459253,13,1.2997153359274547,0.7510774334946069,0.15735607170991378,3.874111864139907,77.98292015564728,16,1.884658293486804,0.9013660046901755,0.32409374250682615,4.925130556202124,113.07949760920823,15,5.54238090195472,49.530552521866156,-82.11323862487826,81.65996607874558,332.54285411728324,15,-2.48396279350468,43.03313496573722,-87.10969997157336,76.71439519484896,-149.0377676102808,13,2.179222499262421,45.60353339585201,-79.75256039116907,78.16513011825924,130.75334995574525,12,0
1140,0.08429738438333333,0.9581068964674178,-1.875834254,2.563705845,5.057843063,11,-0.1417693941833333,0.8772580401566508,-2.08758932,2.035170492,-8.506163651,15,0.05003690673333334,0.48418519184827685,-0.897096271,1.10657372,3.002214404,12,-0.008633625133333316,0.750536793726382,-1.809042232,1.360729156,-0.5180175079999989,13,0.11388012573333335,1.317385192537092,-3.178826172,3.572090242,6.832807544000001,11,-0.01464600353333334,0.5411998805521038,-0.798871054,1.362272451,-0.8787602120000004,12,0.0,0.0,0,0,0,0,1.1393840504934796,0.6285036694460273,0.1850454674498672,3.3061483373655856,68.36304302960878,15,0.8515433109234706,0.5381319814720079,0.043893540622898394,2.3405091953110087,51.09259865540823,15,0.917385468308197,0.5534584943623256,0.06754650023417177,2.773543182293091,55.04312809849182,14,1.2340872169086066,0.635148247011865,0.19621212976472097,3.4713932293853644,74.0452330145164,15,1.3121228258553697,0.7491504677253007,0.21023764566260075,3.5741771223643273,78.72736955132218,15,1.211697255834031,0.7407513276667091,0.2000913601916786,3.756657017693075,72.70183535004186,14,0.8400016764074547,0.3727392483747874,0.06551376040092421,1.8580889061707493,50.40010058444728,18,1.4391688738369703,0.7063120546476743,0.21039067574274656,3.7586414239221537,86.35013243021822,14,-3.691923319669985,43.46860365711336,-75.39125657318232,74.01689788832924,-221.51539918019913,14,8.143534145308488,46.469515200302666,-86.28026519754675,83.27144597525968,488.6120487185093,13,5.620064957920659,50.661179953605874,-87.15963732800054,77.06635346791897,337.20389747523956,13,0
1200,-0.09571835778333335,1.3416356727447638,-3.2109371,3.652237418,-5.743101467000001,12,0.18458079638333336,1.2881165244334563,-3.309422219,2.919179247,11.074847783000001,11,-0.021346063233333323,0.6562254956150663,-1.900672835,2.344188496,-1.2807637939999994,12,0.029711332516666668,0.8461695961977479,-1.61391425,1.846382565,1.782679951,10,-0.10095829111666667,1.2557809004973202,-2.817469493,3.272398431,-6.057497467,10,0.01623862258333333,0.6968129263184949,-2.271744683,2.345251729,0.9743173549999999,12,0.0,0.0,0,0,0,0,1.5328121476641734,1.055395634211852,0.12339862243698778,4.365519671762633,91.9687288598504,14,1.1893511707971411,0.8285259511822473,0.010698580587607545,3.816390002255773,71.36107024782847,13,1.1481944502817758,0.9485269789287046,0.05185145644464867,3.6784456392925797,68.89166701690655,17,1.6630972624728169,1.0590177148578546,0.2814677275548057,4.761335866146545,99.78583574836901,15,1.274624965823847,0.8074937461985476,0.22430346883177027,3.3780613546207023,76.47749794943083,13,1.163614638967889,0.834397539883552,0.07665462159297207,3.4875435746568026,69.81687833807334,16,0.9380398676449736,0.5548733695840735,0.14861867502599227,2.56827715060481,56.28239205869841,15,1.4207270121544915,0.8587150931359476,0.23426790599148356,3.605333830419141,85.2436207292695,14,8.791785502538483,47.64364992883064,-83.2644484096138,86.74270501933418,527.507130152309,13,-6.890980228032222,43.77791277242729,-88.89211333864989,72.75295151487153,-413.45881368193335,12,-8.344381069469353,45.71548018452458,-77.27160980599876,65.82878325716568,-500.6628641681612,11,0
1260,0.05203439661666667,1.156025695568612,-3.407100404,3.752635934,3.1220637970000005,13,-0.19757692623333328,1.7570795583324281,-5.642036602,4.265489078,-11.854615573999997,9,0.0008172573833333289,0.6004144166662383,-1.621172374,1.985918795,0.049035442999999734,12,-0.04214586846666668,0.6653883682667605,-1.638205918,1.201580587,-2.528752108000001,11,0.024279782250000048,1.43074366382806,-4.557689772,3.697121591,1.456786935000003,12,-0.050860230066666685,0.6883421017255871,-2.323957773,1.946473214,-3.051613804000001,12,0.0,0.0,0,0,0,0,1.5631504184756577,1.4075945003660055,0.04324642995902901,6.590971869249987,93.78902510853946,14,1.3541321097959242,1.2738806921459669,0.13045019124802126,5.773928425936762,81.24792658775546,13,0.9507287894394617,0.8834261200833865,0.1501512036975386,3.7593575657279366,57.043727366367705,16,1.6686702407944478,1.4124515097332166,0.20128088461934443,6.704221254610974,100.12021444766687,12,1.175500433846381,1.0425705548228585,0.07709650622506607,4.676555275107333,70.53002603078286,14,1.1254586981983274,1.1117312344666235,0.06881647566738658,5.115986296744795,67.52752189189965,19,0.7440127641283671,0.5983780038082039,0.07702338187912601,2.549198484627654,44.64076584770203,14,1.3058435785254223,1.1110764311889425,0.17494267580462125,5.2221594165461225,78.35061471152534,15,3.0689033937736006,51.39544557337325,-77.68771330397453,84.91377860284463,184.13420362641602,10,1.4521432506851122,38.32504532117288,-79.28352220858635,76.01863786961063,87.12859504110673,12,1.119151231291258,50.81765118889664,-84.56490413561423,87.84124946767697,67.14907387747547,14,0
1320,0.01246343333333336,0.9200195618183064,-1.778095649,1.837835861,0.7478060000000016,14,0.15208801748333337,1.2359868439946966,-2.897612743,3.679251471,9.125281049000002,10,-0.009221624366666663,0.49849409254298704,-1.055820842,0.787387506,-0.5532974619999999,13,-0.009208335333333347,1.1936781532210095,-2.978972381,2.315726601,-0.5525001200000008,13,0.13468519389999994,1.8415836547935374,-3.758146406,4.826787586,8.081111633999997,8,0.026936569816666662,0.5029514232688086,-1.040260451,1.049790715,1.6161941889999998,13,0.0,0.0,0,0,0,0,1.3377938855421667,0.7601013113676925,0.2098119194611022,4.038063501385807,80.26763313253001,16,1.126195502026541,0.7141119905626396,0.17408370637870743,3.704358236548702,67.57173012159247,14,0.9280664929930178,0.4682637696110559,0.09750558861702963,1.9154619749067696,55.683989579581066,18,1.4537971837597572,0.7049924568568132,0.3553852368731977,4.060952523614965,87.22783102558543,15,1.92775759721167,1.0274215550161914,0.15344763040336445,4.82746027407914,115.6654558327002,13,1.5982950236616695,1.032342743552318,0.3643321143338651,4.831145393296283,95.89770141970017,11,1.1216840201990288,0.6317845622783808,0.14825693282471528,2.983898124199693,67.30104121194172,17,2.009341824190129,0.9912838612814414,0.5324018073551123,4.831817474679319,120.56050945140775,13,8.366684783710074,47.12981139004693,-76.60979278024092,86.49771317148524,502.0010870226044,13,0.34415677476955436,41.19549048615724,-78.6207770330942,72.34770658678366,20.649406486173262,14,3.156206780291854,53.702174385972555,-85.78131307224102,87.3854362299733,189.37240681751123,13,0
1380,-0.029445596183333304,1.0309973501036285,-2.570893084,2.166544808,-1.7667357709999982,11,-0.038112874183333326,1.3409401029812325,-4.54228765,2.590192331,-2.2867724509999996,10,-0.013215720516666663,0.5625043635059848,-1.887675723,1.108970275,-0.7929432309999997,13,0.0021920231833333285,1.116317866115053,-2.026741448,3.050970929,0.1315213909999997,11,-0.029889715933333352,1.8448257119641343,-4.527838185,4.336536696,-1.7933829560000012,10,0.01789203289999999,0.5157168613708981,-1.374561736,0.903056369,1.0735219739999995,13,0.0,0.0,0,0,0,0,1.4273104778578014,0.8897699559214182,0.15772433960655566,5.219374325022258,85.63862867146808,18,1.1676459180197165,0.8542136338275963,0.059931883021501216,4.918912149098222,70.058755081183,13,0.9854081273253035,0.6268482672408832,0.07291017108968718,3.189484423000464,59.12448763951821,18,1.5218312709227813,0.9081847099028347,0.22992435934433358,5.5502421550690135,91.30987625536687,18,1.8916597804546391,1.0057006172765688,0.48161402540509624,4.960745863938732,113.49958682727835,13,1.5231666712210161,1.1450853733802133,0.08802084824073661,4.7083229655967695,91.39000027326097,15,1.0549323018268737,0.6170213330575125,0.1517775767204862,3.118971363747359,63.29593810961242,15,1.9624194902541103,1.000193665949951,0.5770815684365297,5.126010734031591,117.74516941524662,13,-1.5132826626094726,48.03194520181325,-80.76324781331037,84.4605215242936,-90.79695975656836,9,-1.0929851728939028,43.27998699975936,-71.0788831188251,84.57542482526341,-65.57911037363417,11,0.5440243039439124,53.001732259615125,-88.06492968433994,87.91405198012423,32.64145823663475,10,0
1440,0.07534262400000001,1.3653849134701093,-3.234283198,4.908951151,4.520557440000001,10,-0.4845574549166667,2.3741715261949716,-6.069301346,5.421299641,-29.073447295,11,-0.017827274033333344,0.5301890891226979,-1.759128217,1.266922196,-1.0696364420000006,13,-0.09429150609999996,1.8130034486051871,-7.52168119,4.119107362,-5.6574903659999976,11,0.084456431,1.696503369781022,-3.505093524,3.090826849,5.06738586,8,0.0028712195833333317,0.6467318393143997,-1.804229392,3.333366941,0.1722731749999999,14,0.0,0.0,0,0,0,0,2.0741306391902063,1.8359142609804613,0.0421152759341138,6.733103179443815,124.44783835141239,13,1.7231324185717358,1.7712648351977434,0.0820069354436301,6.220595932481239,103.38794511430415,13,1.1136056560678542,0.9435760990310484,0.08342206154451404,4.98449319393726,66.81633936407125,14,2.135892804674493,1.8405373009443384,0.1649496872948256,6.7448327525633855,128.15356828046959,14,2.1158026830427192,1.2762854809820732,0.18110141512480252,7.734008413391425,126.94816098256315,8,1.5393080590365007,0.945525318123011,0.10959034228621328,3.9421979035740238,92.35848354219004,13,1.3897160996308657,1.3229696224184349,0.1570870150607104,7.521727232814347,83.38296597785194,15,2.2009854075429467,1.293532698946004,0.21108124422864213,7.734053192167126,132.0591244525768,12,-4.8196151822062205,52.781186251111784,-79.97651719085259,81.9956290480635,-289.17691093237323,13,4.064398139164777,43.10541377505575,-75.46491821381063,85.80481245326756,243.86388834988662,10,7.332578821134558,53.067823918102064,-76.93055090232306,83.90477756876845,439.9547292680735,12,0
1500,-0.0189478814666667,1.2806809767367306,-5.213427632,3.577137527,-1.136872888000002,15,0.4552302111166666,1.459938479085954,-1.964521451,5.500111942,27.313812666999997,14,0.019199505000000006,0.4828835662009257,-1.955827414,1.299590537,1.1519703000000003,14,0.2169161369833333,1.0754613181518753,-3.087585,2.784124683,13.014968218999998,10,-0.2531101716,1.1241176727684254,-2.743081698,2.864334593,-15.186610296,8,-0.03163262083333333,0.2696255611682032,-0.581717605,0.607421525,-1.8979572500000002,15,0.0,0.0,0,0,0,0,1.3135488150080155,1.4926558525875293,0.07079247084359094,6.036209381358897,78.81292890048093,18,1.0121811018236904,1.2384843947419053,0.09726328784918474,5.644298059143441,60.73086610942143,17,0.8149018745115484,1.0948697975803694,0.043142414152723685,5.276146209419512,48.8941124706929,18,1.3634372316395447,1.5250438475513035,0.17916511424339893,6.081650758606054,81.80623389837268,18,1.2727779909128183,0.9411893942326921,0.12207200521987197,3.9713188448227723,76.3666794547691,12,0.9213899352047584,0.7342738691579256,0.0778438457601828,2.8814739222229195,55.28339611228551,10,0.8453757462769762,0.7425696253604575,0.09470706077551024,3.105029462427847,50.72254477661857,14,1.3022208204021288,0.9393895604428766,0.13822635891088372,3.9836983659708394,78.13324922412772,13,13.606470936818843,52.53853695117307,-82.36166049155145,84.90026417858573,816.3882562091305,14,10.59972650716601,39.88128906391213,-80.9220284826812,79.12212150394056,635.9835904299606,15,-5.8892908388596386,50.64444602918379,-81.44401334139977,81.07664149783861,-353.3574503315783,13,0
